url,header,release time,article content,formatted date,neg_vader_header,neu_vader_header,pos_vader_header,compound_vader_header,neg_vader_articel_content,neu_vader_articel_content,pos_vader_articel_content,compound_vader_articel_content
https://www.reuters.com/article/us-volkswagen-results-2020/volkswagen-expects-very-bad-second-quarter-positive-2020-adjusted-operating-profit-idUSKBN23M1JB,"['Volkswagen expects very bad second-quarter, positive 2020 adjusted operating profit']","['June 15, 2020 /  11:51 AM / 10 days ago']","['HAMBURG (Reuters) - Volkswagen (', ') expects a very bad second quarter, but also sees a positive adjusted operating profit before special items for 2020, Chief Financial Officer Frank Witter said in an internal newsletter. ', 'The coronavirus pandemic had caused results to deteriorate in the second quarter, the multi-brand carmaking group said.  ', '“Nonetheless there is hope for the second half of the year. The aim is at year end, to have a positive operating result before special items,” Witter told the newsletter.  ', 'A Volkswagen spokesman confirmed the remarks made by Witter, which were first reported in Wirtschaftswoche. ', 'Reporting by Jan Schwartz; Writing by Edward Taylor; Editing by Riham Alkousaa']",2020-06-15 11:51:00,0.242,0.511,0.247,0.0183,0.019,0.791,0.191,0.9756
https://www.reuters.com/article/us-volkswagen-moves/volkswagen-to-replace-head-of-software-division-handelsblatt-idUSKCN24D0IY,['Volkswagen to replace head of software division: Handelsblatt'],"['July 12, 2020 /  3:37 PM / 10 days ago']","['BERLIN (Reuters) - Volkswagen (', ') is replacing its head of software development, newspaper Handelsblatt reported on Sunday, as the German carmaker wrestles with the transition to electric vehicles. ', 'The newspaper said Christian Senger, a former BMW manager who runs the recently founded Car.Software.Org unit, was to be replaced after clashes with the company and concern at software problems with the recent ID.3 and Golf 8 vehicles. ', 'Senger was part of a network of external managers Chief Executive Herbert Diess had brought in to reform the company. Senger, after working on BMW’s i3 electric car, helped Volkswagen make its MEB electric car platform, a key pillar of its revival in the wake of a 2015 diesel cheating scandal.  ', 'The software post is one of the most important in the development of new-generation electric vehicles, which are far more reliant on computer power than the combustion engine that have been Volkswagen’s mainstay. ', 'Volkswagen declined to comment on the report. ', 'A management purge has already seen Andreas Renschler, a former Mercedes-Benz manager leave his post as head of the Traton Trucks unit, and Stefan Sommer, a former Chief Executive of auto supplier ZF, leave his post at VW. ', 'Senger was also leaving his post as a member of the board of Volksagen’s core VW brand, the newspaper said, although it added that chief executive Herbert Diess was hoping he would stay with the company. ', 'Volkswagen’s powerful staff council, led by Bernd Osterloh, have forced out cost-cutters at the company in the past. Wolfgang Bernhard, a former VW brand chief and Bernd Pischetsrieder, a former head of the Volkswagen Group, quit following clashes with labour leaders. ', 'Reporting by Thomas Escritt and Edward Taylor, editing by Louise Heavens']",2020-07-12 15:37:00,0.0,1.0,0.0,0.0,0.049,0.918,0.032,-0.6266
https://www.reuters.com/article/us-volkswagen-management/volkswagen-ceo-apologises-after-row-with-supervisory-board-idUSKBN23G21Y,['Volkswagen CEO apologises after row with supervisory board'],"['June 9, 2020 /  2:24 PM / 16 days ago']","['FRANKFURT (Reuters) - Volkswagen (', ') CEO Herbert Diess has apologised to the carmaker’s supervisory board after accusing some of its members of leaking confidential information to the press. ', 'The German company said on Tuesday that Diess had apologised to the 19-member board for making “inappropriate and wrong” statements at an internal event, without giving details. ', 'A spokesman for Porsche Automobil Holding SE, the holding company of the Piech and Porsche families that controls Volkswagen, said Diess told an internal meeting that members of the supervisory board’s executive committee had leaked information to the media, calling such actions “crimes.” ', 'The CEO’s comments on Thursday were seen as an attack on the company’s directors, prompting the supervisory board to convene an extraordinary meeting on Monday to discuss the matter, two sources familiar with the matter told Reuters.  ', 'The public announcement ', ' of his apology amounts to a severe admonishment of Diess, who saw his responsibilities reduced on Monday after infighting over the pace and scope of cost-cutting plans. ', '“The members of the Supervisory Board accepted the apology of Dr. Diess, and will continue to support him in his work,” the board said in a brief statement. ', 'The two sources told Reuters that Diess’s accusations came after Germany’s Manager Magazin reported he had sounded out labour chief Joerg Hofmann about extending his contract as CEO.  ', 'Hofmann, who is head of Germany’s largest union IG Metall, sits on the Volkswagen supervisory board’s executive committee. Volkswagen’s worker representatives control nine seats on the board, and have the power to veto contract extensions. ', 'A spokesman for the supervisory board declined to comment on the details of the clash, apart from saying it was not related to a review into how the company came to publish a racist advert. ', 'Spokespeople for Diess and Hofmann also declined to comment. ', 'Volkswagen replaced Diess as the CEO of its main VW brand on Monday and installed chief operating officer Ralf Brandstaetter to lead cost cutting efforts at the company’s largest plants in Germany. ', 'The carmaker employs 297,000 people in Germany, most of them at the VW brand. Its other brands include Audi, Bentley, Skoda, Lamborghini and Porsche.    ', 'Diess remains group CEO, a position he has held since 2018. ', 'The incident appears to follow a pattern at the carmaker where board members lose backing if their cost cutting and efficiency measures threaten too many local jobs, prompting the company’s powerful labour leaders to flex their muscles.  ', 'Bernd Pischetsrieder, Volkswagen CEO from 2002-2006, and Wolfgang Bernhard, VW brand chief from 2005-2007 were forced out of their jobs after repeated clashes with VW’s works council. ', 'Reporting by Jan Schwartz and Ilona Wissenbach and Edward Taylor, writing by Edward Taylor, editing by Keith Weir and Mark Potter']",2020-06-09 14:24:00,0.0,0.795,0.205,0.2023,0.06,0.902,0.038,-0.9292
https://www.reuters.com/article/us-volkswagen-management-diess-exclusive/exclusive-volkswagen-supervisory-board-to-discuss-vw-brand-leadership-sources-idUSKBN23F1NI,['Exclusive: Volkswagen supervisory board to discuss VW brand leadership - sources'],"['June 8, 2020 /  1:21 PM / 13 days ago']","['FRANKFURT (Reuters) - Volkswagen (', ') Chief Executive Herbert Diess may lose responsibility for managing the company’s core VW brand at an extraordinary supervisory board meeting due to be held on Monday, sources familiar with the matter told Reuters. ', 'Diess, who has come under fire after Volkswagen struggled to manage the launch of its next-generation flagship VW Golf, will remain chief executive of the group, which includes the Audi, Seat, Skoda, Audi, Porsche and Bentley brands, the sources said. ', 'The contenders who could succeed Diess as head of the VW brand include Volkswagen’s Chief Operating Officer Ralf Brandstaetter and Porsche Chief Executive Oliver Blume. ', 'The discussions are ongoing and have not reached a conclusion, the sources said.  ', 'Volkswagen declined to comment. ', 'The power struggle at the top of the world’s largest carmaker comes as Diess attempts to get the company’s labour leaders, who control nine of the 19 seats on the supervisory board, to agree to painful costs cuts. ', 'Diess has been pushing to cut costs in Germany to help pay for a 34 billion euro ($38 billion) investment in electric and autonomous cars and 50 billion euros for EV battery procurement.  ', 'If directors from the German state of Lower Saxony, which controls a 20% stake in the carmaker, side with labour leaders they can veto significant decisions by Volkswagen’s management. ', 'Diess was appointed head of the VW brand in 2015 after defecting from BMW (', ') and then climbed to the position of group chief executive in April 2018. ', 'His grip on the car and truck manufacturer seemed to have increased after German prosecutors dropped a market manipulation investigation against him last month. ', 'However, he has been criticised after Volkswagen was forced to halt sales of its newest Golf because of software glitches at a time the company is preparing to mass produce VW’s ID.3 electric car.  ', 'In addition to forcing Volkswagen to embark on a radical electrification strategy in the wake of the carmaker’s diesel-cheating scandal, Diess appointed BMW manager Markus Duesmann as the head of Audi. ', 'Reporting by Edward Taylor in Frankfurt and Jan Schwartz in Hamburg; additional reporting by Ilona Wissenbach and Joern Poltz; Editing by Mark Bendeich, Maria Sheahan and David Clarke']",2020-06-08 13:21:00,0.0,1.0,0.0,0.0,0.089,0.87,0.041,-0.9516
https://www.reuters.com/article/us-volkswagen-management-brandstaetter/volkswagen-replaces-herbert-diess-as-ceo-of-the-vw-brand-idUSKBN23F2AG,['Volkswagen replaces Herbert Diess as CEO of the VW brand'],"['June 8, 2020 /  5:04 PM / 9 days ago']","['BERLIN (Reuters) - Volkswagen (', ') replaced Herbert Diess as chief executive of the VW brand on Monday and installed chief operating officer Ralf Brandstaetter to lead cost cutting efforts at the company’s largest plants in Germany. ', 'The management reshuffle comes after weeks of squabbling between Volkswagen’s powerful labour leaders and managers over the pace and scale of cost cutting plans to free up resources for a radical shift toward electric cars. ', 'Volkswagen said Brandstaetter would take over on July 1 to give Diess, who remains group chief executive, more leeway to run the rest of the company, which includes brands such as Audi, Bentley, Skoda, Lamborghini and Porsche.  ', '“Ralf Brandstaetter is one of the company’s most experienced managers,” Diess said in a statement. “I am therefore very pleased that Ralf Brandstaetter will be forging ahead with the development of the brand as CEO.” ', 'Volkswagen said Diess retained overall responsibility for Volkswagen passenger cars and that the management reshuffle would also result in the departure of procurement and components chief Stefan Sommer. ', 'Sommer joined VW in 2018 and oversaw ambitious procurement plans, including the construction of large factories to power Volkswagen’s ambitious electrification shift as the carmaker encountered supply bottlenecks. ', 'Earlier on Monday, sources told Reuters that Volkswagen’s supervisory board was hosting an extraordinary meeting to discuss replacing Diess as CEO of the VW brand. ', 'Diess is trying to get the company’s powerful labour leaders, who control nine of the 19 seats on the supervisory board, to agree to painful costs cuts. ', 'The savings are designed to help pay for a 34 billion euro ($38 billion) investment in electric and autonomous cars and 50 billion euros for EV battery procurement. ', 'Diess also came under pressure after Volkswagen was forced to halt sales of its newest VW Golf model because of software glitches at a time when the company is preparing to mass produce VW’s ID.3 electric car. ', 'Reporting by Thomas Escritt; Editing by Edward Taylor, David Clarke and Philippa Fletcher']",2020-06-08 17:04:00,0.0,1.0,0.0,0.0,0.041,0.89,0.069,0.8977
https://www.reuters.com/article/us-volkswagen-management-blume/volkswagen-to-install-porsches-ceo-as-vw-brand-chief-auto-motor-and-sport-idUSKBN2391V7,"[""Volkswagen to install Porsche's CEO as VW brand chief: Auto Motor and Sport""]","['June 2, 2020 /  1:37 PM / 2 days ago']","['FRANKFURT (Reuters) - Volkswagen (', ') Chief Executive (CEO) Herbert Diess will promote Porsche CEO Oliver Blume to become head of the VW brand as part of a broader management reshuffle, Auto Motor und Sport said on Tuesday citing company sources. ', 'Blume will be moved to the VW brand to help the company get a grip on production issues with the VW ID3 electric car and the Golf 8, the auto industry publication said on Tuesday. ', 'Bernhard Maier, currently head of VW’s Skoda brand, will become head of Porsche, Auto Motor und Sport said. ', 'Herbert Diess is currently head of multi-brand Volkswagen Group as well as head of the VW brand. ', 'Volkswagen declined to comment. ', 'Reporting by Edward Taylor; Editing by Michelle Martin']",2020-06-02 13:37:00,0.0,1.0,0.0,0.0,0.0,0.943,0.057,0.7506
https://www.reuters.com/article/us-volkswagen-m-a-breakingviews/breakingviews-vws-europcar-takeover-would-be-a-rough-round-trip-idUSKBN23V1NS,['Breakingviews - VW’s Europcar takeover would be a rough round trip'],"['June 24, 2020 /  11:46 AM / 13 days ago']","['LONDON (Reuters Breakingviews) - Bidding up shares in teetering car-rental companies is meant to be the preserve of credulous day traders. Volkswagen begs to disagree. The $80 billion German automaker is mulling the purchase of fraught Europcar Mobility. Boss Herbert Diess may have in mind using Europcar’s locales to offer ride-sharing. But plummeting rentals and high debt mean bumpy economic returns lie ahead. ', 'If Diess does make an offer, it would mark a roughly 14-year round trip since VW sold the business to Paris-listed buyout fund Eurazeo for a princely 3.1 billion euros in 2006. Despite Eurazeo listing the business at an equity value of around 1.8 billion euros in 2015, the investment has been a disaster. Elevated leverage and an ultra-competitive market sent shares plummeting by two-thirds even before the Covid-19 lockdown pounded sales.\xa0Europcar continues to stagger under 1.4 billion euros of net debt, or over 4 times trailing earnings before interest, tax, depreciation and amortisation. ', 'Diess is right in thinking the vehicle-rentals market will eventually bounce back. Moreover, combining with Europcar would allow VW to exploit its roughly 1,150 locations in European airports and city centres to offer growing mobility services such as ride-sharing and short-term rentals for ride-hailing companies such as Uber Technologies. It might also boost the profile of VW’s forthcoming ID3 battery car – which will go head-to-head with Tesla by introducing its showpiece electric model to more drivers. ', 'Eurazeo, which holds 30% of Europcar, is looking for an exit. Still, even at a knackered price Diess would struggle for the deal to make financial sense. Assume VW offered shareholders 504 million euros, a 30% premium to Tuesday’s price. Including debt, that would give Europcar an enterprise value of 1.9 billion euros. Without any synergies on offer, analysts reckon Europcar is set to make earnings before interest and tax of 190 million euros in 2021, meaning Diess is staring at a mere 7% return, assuming a 31% tax rate. That’s below VW’s likely cost of capital. Shareholders may want to tap the brakes on Diess’s deal-doing. ', ""Reuters Breakingviews is the world's leading source of agenda-setting financial insight. As the Reuters brand for financial commentary, we dissect the big business and economic stories as they break around the world every day. A global team of about 30 correspondents in New York, London, Hong Kong and other major cities provides expert analysis in real time."", 'Sign up for a free trial of our full service at ', ' and follow us on Twitter ', ' and at ', '. All opinions expressed are those of the authors.']",2020-06-24 11:46:00,0.0,1.0,0.0,0.0,0.04,0.901,0.059,0.7351
https://www.reuters.com/article/us-volkswagen-jobs-osterloh/vws-labour-chief-sees-no-need-for-more-cost-cuts-idUSKBN24A2EV,"[""VW's labour chief sees no need for more cost cuts""]","['July 9, 2020 /  3:29 PM / a day ago']","['FRANKFURT (Reuters) - Volkswagen’s (', ') labour chief Bernd Osterloh has been on a roadshow to tell analysts and investors the carmaker has no need for deeper cost cuts in Germany. ', 'Existing cost reduction measures, agreed in 2016, will be enough to help the company to overcome the coronavirus crisis, Osterloh said, according to an analyst note from MainFirst.   ', '“Osterloh stated that the Future Pact program that was initiated in 2016 is still driving cost down. That gives VW a lead over European peers. Incremental cost cuts are not needed at the moment,” the MainFirst note said.  ', 'A spokesman for Osterloh’s offices confirmed the remarks. ', 'A spokesman for Volkswagen later said Osterloh’s comments referred to deeper structural cost programmes, like mass layoffs, rather than ongoing efficiency improvements.  ', 'If demand drops further, VW can cut costs by reducing the working hours of its workforce, Osterloh told analysts. ', 'Osterloh also said unions fully support Chief Executive Herbert Diess and that the Volkswagen ID.3 electric car is a strong product which is fully on track. ', 'Diess said in a LinkedIn post on Thursday that Osterloh “once again made clear that the workers council stands completely behind the strategy of Volkswagen”. ', 'Regarding the planned full takeover of truck maker Navistar (', '), Osterloh said this remained strategically the right step, but that increasing VW’s stake in the business was currently not a priority. ', 'Reporting by Edward Taylor and Ilona Wissenbach; Editing by Mark Potter']",2020-07-09 15:29:00,0.196,0.804,0.0,-0.296,0.04,0.903,0.057,0.5182
https://www.reuters.com/article/us-volkswagen-jac-m-a/volkswagen-pumps-2-billion-euros-into-china-electric-vehicle-bet-idUSKBN235063,['Volkswagen pumps 2 billion euros into China electric vehicle bet'],"['May 29, 2020 /  1:31 AM / Updated 9 hours ago']","['BEIJING/HONG KONG (Reuters) - Volkswagen AG (', ') plans to boost its electric push in China, the world’s biggest auto market, by pumping 2.1 billion euros in two Chinese electric vehicle players. ', 'The deals come as global rivals such as General Motors, Toyota and Tesla Inc seek to expand electric sales in the Chinese car market.  ', 'Volkswagen said it will invest 1 billion euros to take a 50% stake in the state-owned parent of Anhui Jianghuai Automobile Group (JAC Motors), also taking full management control of the its existing electric vehicle joint venture with JAC by raising its stake to 75% from 50%. ', 'Volkswagen’s China chief Stephan Woellenstein told reporters on Friday the venture planned to revamp one existing JAC plant and launch its first electric model based on its MEB platform, an architecture enabling efficient production of various EV models, in 2023.  ', 'The joint venture will launch five more electric models by 2025, when the German giant aims to sell 1.5 million new energy vehicles (NEV) - including battery electric cars as well as plug-in hybrid and hydrogen fuel-cell vehicles - a year in China. ', 'In a separate transaction, Volkswagen will pay 1.1 billion euros to acquire 26.5% of Guoxuan High-tech Co Ltd, a maker of electric vehicle batteries, becoming its biggest shareholder. Volkswagen said Guoxuan, based in Hefei like JAC, will supply batteries to its EV models in China. ', 'Woellenstein said Anhui province, where Hefei is located, will be Volkswagen’s EV manufacturing hub in China. The Wolfsburg-based automaker has not changed its EV strategy in China after the global gasoline market tumbled, he said.  ', 'He added China’s overall auto sales in the second half of this year will be level with same period last year. Volkswagen China’s full-year sales will be lower than last year due to the sales loss in the first months. ', 'Reuters exclusively reported on Wednesday that VW was in final talks to invest in the two companies. ', 'China has set a target of 25% of 2025 annual vehicle sales to be made up of NEVs. More than 25 million vehicles were sold in China last year. ', 'Friday’s moves also make Volkswagen the latest foreign automaker to increase ownership of operations in China since the government started to relax rules in 2018, with German peer BMW AG quick to take control of its main local venture. ', 'Tesla last year became the first foreign automaker to wholly own a car plant in China. ', 'Volkswagen also has ventures with state-owned China FAW Group Corp Ltd [SASACJ.UL] and SAIC Motor Corp Ltd.  ', 'Shares in both JAC and Guoxuan climbed their maximum daily limit of 10% on Friday morning. Volkswagen’s shares fell 3%. ', 'Reporting by Yilei Sun, Julie Zhu and Brenda Goh; Editing by Kenneth Maxwell and David Evans']",2020-05-29 01:31:00,0.0,1.0,0.0,0.0,0.012,0.938,0.05,0.9451
https://www.reuters.com/article/us-volkswagen-jac-m-a-ceo/volkswagen-says-it-will-have-full-control-of-jac-vw-chinese-venture-idUSKBN2350TQ,['Volkswagen says it will have full control of JAC-VW Chinese venture'],"['May 29, 2020 /  7:41 AM / Updated 9 hours ago']","['BEIJING/SHANGHAI (Reuters) - German automaker Volkswagen (', ') will have full management control of its JAC-VW joint venture, the company’s China CEO said on Friday.  ', 'Stephan Wollenstein told a media briefing that production of electric vehicles based on the MEB platform will start at the JAC-VW venture in 2023.  ', 'Volkswagen on Friday said it had agreed to invest 2.1 billion euros ($2.3 billion) in two separate Chinese electric vehicle businesses, strengthyening its position in the world’s biggest auto market as international rivals seek to muscle in. ', 'Reporting by Yilei Sun and Brenda Goh; Editing by David Goodman']",2020-05-29 07:41:00,0.0,1.0,0.0,0.0,0.0,0.979,0.021,0.2732
https://www.reuters.com/article/us-volkswagen-investment-china-exclusive/exclusive-volkswagen-in-final-talks-to-seal-biggest-ma-deals-in-china-ev-sector-sources-idUSKBN2330F1,['Exclusive: Volkswagen in final talks to seal biggest M&A deals in China EV sector - sources'],"['May 27, 2020 /  4:19 AM / 2 days ago']","['HONG KONG/FRANKFURT (Reuters) - Volkswagen AG (', ') is in final talks to seal its largest investment deals with Chinese electric vehicle (EV) firms, two sources said, as the German automaker accelerates its push into the world’s largest market for environmentally friendlier cars. ', 'The firm is poised to buy 50% of Anhui Jianghuai Automobile Group Holding, the parent of EV partner JAC Motors (', '), for at least 3.5 billion yuan ($491 million), the people said on condition of anonymity as the matter was private. ', 'It is also set to become the biggest shareholder of EV battery maker Guoxuan High-tech Co Ltd (', '), the people said, adding both deals could be announced as early as Friday. ', 'Volkswagen declined to comment on the deals, details of which are reported here for the first time. JAC and Guoxuan declined to comment.  ', 'The deals highlight how Volkswagen is keen to retain its status as the largest foreign automaker in China even as government virus-busting measures decimate sales, in the face of encroaching rivals such as Tesla Inc (', ') which last year became the first foreign automaker to wholly own a car plant. ', 'At the end of last year when 25 million vehicles were sold in China - and just before the coronavirus was first reported in December - the government targeted 25% of 2025 annual vehicle sales to be made up of new energy vehicles. ', 'The deals would make Volkswagen the latest foreign automaker to increase ownership in China since the government started to relax ownership rules in 2018 ', "" with Germany's BMW AG ("", ') quick to take control of its main local venture. ', 'Volkswagen target Anhui Jianghuai, based in the eastern city of Hefei, is fully state owned. It counts its core asset as its 25.23% stake in JAC - formally Anhui Jianghuai Automobile Group Corp Ltd, which has a market value of $1.84 billion. ', 'The Anhui provincial office of the State-owned Asset Supervision and Administration Commission declined to comment. ', 'After completing the deal, Volkswagen plans to invest fresh capital in its 50:50 venture with JAC and build capacity with its modular MEB platform, an architecture enabling efficient production of various EV models, said one of the people. ', 'JAC shares surged by their maximum 10% on the news on Wednesday, to trade at their highest level since mid-April last year. ', 'Shanghai-listed JAC last week said its parent planned to bring in a strategic investor, which will not cause change in its control. ', 'Volkswagen’s purchase of a stake in Shenzhen-listed Guoxuan, also based in Hefei, would mark it first direct ownership in a Chinese battery maker. ', 'It plans to buy about 27% of Guoxuan mostly via a discounted private share placement as well as from top shareholder Zhuhai Guoxuan Trading Ltd, which holds 18%, and founder Li Zhen, who owns 12%, said one of the people. Son Li Chen also owns 2.5%, showed filings to the stock exchange this month. ', 'Based on Guoxuan’s market capitalisation of $4.3 billion, a 27% stake is worth $1.16 billion. ', 'Zhuhai Guoxuan and Li Zhen could not immediately be reached for comment. ', 'Guoxuan has suspended trading of its stock since May 20 and on Tuesday said Zhuhai Guoxuan and Li Zhen would sell part of their holdings to an unidentified strategic investor. It said it will also issue shares to the investor via a private offering. ', 'The deals have yet to be finalised and investment sizes may change as negotiations continue, the people said. ', 'Volkswagen also has ventures with state-owned China FAW Group Corp Ltd and SAIC Motor Corp Ltd (', '). It aims to sell 1.5 million new energy vehicles a year in China by 2025.  ', '“Volkswagen consistently searches for ways to strengthen and deepen our relationships with local partners,” Volkswagen told Reuters. “In this regard we will explore possible options together with all stakeholders to secure long-term success.” ', 'Reporting by Julie Zhu in Hong Kong and Edward Taylor in Frankfurt; Additional reporting by Yilei Sun in Beijing; Editing by Jennifer Hughes and Christopher Cushing']",2020-05-27 04:19:00,0.0,1.0,0.0,0.0,0.006,0.922,0.072,0.9889
https://www.reuters.com/article/us-volkswagen-golf/volkswagen-resumes-deliveries-of-golf-8-after-software-fix-idUSKBN23B2WV,['Volkswagen resumes deliveries of Golf 8 after software fix'],"['June 4, 2020 /  5:57 PM / in 8 days']","['FRANKFURT (Reuters) - Volkswagen (', ') is resuming deliveries of its Golf 8 model after fixing a software glitch, a spokesman said on Thursday. ', 'The German automaker halted deliveries of the popular model last month after discovering the problem in the software, which enabled emergency calls, a function required by E.U. regulations since 2018. ', 'Union officials had criticised the defect as one of a string of management lapses that had damaged the carmaker’s reputation and put jobs at risk. ', 'Reporting by Ralf Banser; writing by Tom Sims; Editing by Kirsten Donovan']",2020-06-04 17:57:00,0.0,1.0,0.0,0.0,0.156,0.816,0.028,-0.8934
https://www.reuters.com/article/us-volkswagen-golf/volkswagen-halts-deliveries-of-golf-8-due-to-software-problem-idUSKBN22R27E,['Volkswagen halts deliveries of Golf 8 due to software problem'],"['May 15, 2020 /  2:05 PM / 14 days ago']","['HAMBURG (Reuters) - Volkswagen is halting deliveries of its Golf 8 model after a software problem was found in some vehicles, a spokesman said on Friday. ', 'The software at issue enables emergency calls, a function required by E.U. regulations since 2018. ', 'The company will decide in the next few days how to deal with affected cars, such as a recall and software update. ', 'Reporting by Jan Schwartz; Writing by Tom Sims, editing by Thomas Escritt']",2020-05-15 14:05:00,0.0,1.0,0.0,0.0,0.091,0.909,0.0,-0.7096
https://www.reuters.com/article/us-volkswagen-golf-software/volkswagen-resumes-deliveries-of-its-golf-8-after-software-glitch-idUSKBN23C24Y,['Volkswagen resumes deliveries of its Golf 8 after software glitch'],"['June 5, 2020 /  3:07 PM / 13 days ago']","['FRANKFURT (Reuters) - Volkswagen (', ') on Friday said it had resumed deliveries of its newest Golf model after voluntarily halting sales in mid-May. ', 'Volkswagen stopped sales after the carmaker discovered that data transfer problems in an online connectivity unit could interfere with an emergency assist functionality.  ', '“In order to remedy the situation, Volkswagen has developed a software update for the control unit of the online connectivity unit. This update will be installed on Golf 8 models produced in the future as standard,” VW said. ', 'The update will also be installed in the 15,000 vehicles affected by the recall, the carmaker said. ', 'Reporting by Edward Taylor; editing by Thomas Seythal']",2020-06-05 15:07:00,0.0,1.0,0.0,0.0,0.076,0.924,0.0,-0.7783
https://www.reuters.com/article/us-volkswagen-ford/volkswagen-board-formally-okays-ford-alliance-projects-idUSKBN2342WD,['Volkswagen board formally okays Ford alliance projects'],"['May 28, 2020 /  4:46 PM / a day ago']","['FRANKFURT (Reuters) - Volkswagen (', ') said on Thursday its supervisory board had approved several projects in a multibillion-dollar alliance with Ford Motor (', ') that was first announced last July. ', 'The German carmaker said various contracts between the two companies were nearing completion and would be signed soon. ', 'Among the shared projects specified by VW are a midsize pickup to be developed by Ford; a city delivery van to be developed by VW; a larger commercial van to be developed by Ford, and a new electric vehicle for Ford of Europe, to be built on VW’s electric vehicle architecture. ', 'Regarding official approval of the agreements, a Ford spokesman on Thursday said, “We look forward to jointly providing an update soon.” ', 'VW’s statement said “further projects are to follow, as is the investment in Argo AI,” the self-driving software company backed by Ford and which eventually will be jointly controlled with VW. ', 'VW’s planned $3.1 billion investment in Argo “remains on track and is expected to close soon,” Argo said in a statement on Thursday. ', 'Reporting by Jan C. Schwartz and Paul Lienert; writing by Tom Sims; editing by David Evans and Bernadette Baum']",2020-05-28 16:46:00,0.0,0.659,0.341,0.4767,0.0,0.942,0.058,0.8591
https://www.reuters.com/article/us-volkswagen-emissions/volkswagen-settles-emissions-class-action-with-three-quarters-of-claimants-idUSKBN2220U7,['Volkswagen settles emissions class action with three-quarters of claimants'],"['April 20, 2020 /  8:08 AM / 14 days ago']","['HAMBURG (Reuters) - Volkswagen (', ') has reached settlements with 200,000 of the 260,000 claimants participating in a class action lawsuit brought by German consumer group VZBV over the carmaker’s rigging of diesel emissions tests, the carmaker said on Monday.  ', 'A further 21,000 cases were still being reviewed for possible payouts of 1,350 - 6,250 euros ($1,464.35 - $6,779.38) per car and the deadline for participating in the settlement has been extended to April 30, VW added. The exact amount depends on the age and model of the owner’s car. ', 'Volkswagen will pay out a total of 620 million euros. It had set aside 830 million to cover the costs of settlements with all participants of in the VZBV class action.  ', 'The deal marks a further step in the German carmaker’s efforts to make amends after it admitted in 2015 to using illegal software to cheat U.S. diesel engine tests.  ', 'The effort has cost Volkswagen more than $30 billion in vehicle refits, fines and provisions. ', 'Nearly all U.S. owners of affected cars agreed to take part in a $25 billion settlement in 2016 in the United States, but VW has said there was no legal basis for consumers in Germany to seek compensation due to differences in law. ', 'Reporting by Jan Schwartz; Writing by Arno Schuetze; Editing by Michelle Martin']",2020-04-20 08:08:00,0.0,1.0,0.0,0.0,0.049,0.918,0.034,-0.5346
https://www.reuters.com/article/us-volkswagen-emissions/u-s-judge-approves-transfer-of-jailed-former-vw-executive-to-germany-idUSKCN24H367,['U.S. judge approves transfer of jailed former VW executive to Germany'],"['July 16, 2020 /  8:25 PM / 6 days ago']","['WASHINGTON/MUNICH (Reuters) - A U.S. judge in Detroit on Thursday approved the transfer to Germany of a former Volkswagen AG (', ') executive imprisoned in the automaker’s diesel emissions scandal. ', 'In 2017, the U.S.-based VW executive Oliver Schmidt, who oversaw emissions issues, was sentenced to seven years in prison and fined $400,000, the maximum possible under a plea deal the German national made with prosecutors after admitting to charges of conspiring to mislead U.S regulators and violate clean-air laws. ', 'Schmidt, now 51, was not scheduled to be released from a U.S. prison until December 2022. Under the terms of his transfer approved by Judge Elizabeth Stafford, Germany will assume responsibility for enforcing the remainder of his sentence. ', 'The Justice Department declined to comment.  ', 'A half-dozen former VW executives charged by U.S. prosecutors are believed to still be in Germany, including former Volkswagen boss Martin Winterkorn. ', 'Winterkorn was also charged by German prosecutors in 2019 with stock market manipulation. ', 'Germany’s Federal Justice Ministry has said it does not extradite German nationals to countries outside the European Union. ', 'In total, nine people have been charged by U.S. prosecutors and two former VW executives who have pleaded guilty in the case were sentenced to prison terms, including Schmidt. ', 'Volkswagen has admitted to using illegal software to cheat U.S. pollution tests in 2015, allowing up to 40 times legally allowable emissions and in 2017 pleaded guilty to fraud, obstruction of justice and falsifying statements as part of a $4.3 billion settlement reached with the Justice Department. ', 'The scandal triggered a global backlash against diesel vehicles that has so far cost VW 30 billion euros ($33.3 billion) in fines, penalties and vehicle buyback costs. ', 'Last month, a U.S. appeals court ruled VW cannot escape potential financial penalties stemming from lawsuits filed by two counties that may amount to a “staggering” additional liability. ', 'Reporting by David Shepardson in Washington and Joern Poltz in Munich; Editing by Chris Reese and Jonathan Oatis']",2020-07-16 20:25:00,0.215,0.604,0.181,-0.128,0.146,0.788,0.066,-0.9777
